"id","question_id","question_number","category","difficulty","domain","question_text","options","correct_answer","explanation","explanation_details","multiple_answers"
68,168,68,"Security - Data Encryption Strategy","Advanced","Design Secure Architectures","A healthcare company processes PHI data and requires encryption at rest and in transit with full key management control. Which combination meets HIPAA compliance requirements? (Choose TWO)","[{""text"": ""A) S3 with SSE-S3 default encryption"", ""isCorrect"": false}, {""text"": ""B) Customer-managed KMS keys with key rotation"", ""isCorrect"": true}, {""text"": ""C) EBS volumes with AWS-managed encryption"", ""isCorrect"": false}, {""text"": ""D) VPC endpoints for service communication"", ""isCorrect"": true}, {""text"": ""E) Application Load Balancer with ACM certificates"", ""isCorrect"": false}]","B) Customer-managed KMS keys with key rotation, D) VPC endpoints for service communication","HIPAA requires customer control over encryption keys (customer-managed KMS) and secure data transmission (VPC endpoints keep traffic off public internet). SSE-S3 and AWS-managed keys do not provide sufficient control.","{""summary"": ""HIPAA compliance requirements:"", ""breakdown"": [""Customer-managed KMS: Full control over key policies and access"", ""VPC endpoints: Keep data traffic within AWS network"", ""Key rotation: Automatic rotation for compliance"", ""Audit trails: CloudTrail logs all key usage""], ""otherOptions"": ""A) SSE-S3 doesn't provide customer key control\nC) AWS-managed keys insufficient for HIPAA\nE) ACM helps but doesn't address data at rest""}",NULL
69,169,69,"Security - Zero Trust Architecture","Expert","Design Secure Architectures","A financial services company implements zero trust where every request must be verified regardless of source. Microservices communicate across VPCs and on-premises. Which combination provides comprehensive zero trust? (Choose THREE)","[{""text"": ""A) AWS PrivateLink for service-to-service communication"", ""isCorrect"": true}, {""text"": ""B) IAM roles for service authentication with short-lived tokens"", ""isCorrect"": true}, {""text"": ""C) VPC security groups allowing traffic from any source"", ""isCorrect"": false}, {""text"": ""D) AWS Certificate Manager for mutual TLS authentication"", ""isCorrect"": true}, {""text"": ""E) Shared service accounts across all microservices"", ""isCorrect"": false}]","A) AWS PrivateLink for service-to-service communication, B) IAM roles for service authentication with short-lived tokens, D) AWS Certificate Manager for mutual TLS authentication","Zero trust requires: private connectivity (PrivateLink), verified identity (IAM roles), and encrypted communication (mTLS) for every interaction.","{""summary"": ""Zero trust implementation components:"", ""breakdown"": [""PrivateLink: Private service connectivity"", ""IAM roles: Verified service identity"", ""Short-lived tokens: Limit credential exposure"", ""mTLS: Encrypted and authenticated communication""], ""otherOptions"": ""C) Open security groups violate zero trust principles\nE) Shared accounts prevent proper identity verification""}",NULL
70,170,70,"Resilience - Disaster Recovery Strategy","Intermediate","Design Resilient Architectures","A financial application requires RTO of 4 hours and RPO of 1 hour. The application uses EC2, RDS MySQL, and S3. Which DR strategy meets these requirements MOST cost-effectively?","[{""text"": ""A) Pilot light with automated failover scripts"", ""isCorrect"": true}, {""text"": ""B) Warm standby with Multi-AZ RDS in secondary region"", ""isCorrect"": false}, {""text"": ""C) Hot standby with real-time replication"", ""isCorrect"": false}, {""text"": ""D) Backup and restore with scheduled snapshots"", ""isCorrect"": false}]","A) Pilot light with automated failover scripts","Pilot light maintains core infrastructure (like RDS read replica) in secondary region, can meet 4-hour RTO with automation, and is more cost-effective than warm/hot standby while exceeding backup/restore capabilities.","{""summary"": ""Pilot light DR strategy:"", ""breakdown"": [""Maintains core infrastructure (database replicas)"", ""Automated deployment scripts for rapid scaling"", ""Meets 4-hour RTO with proper automation"", ""More cost-effective than hot standby""], ""otherOptions"": ""B) Warm standby is expensive and exceeds requirements\nC) Hot standby is expensive and exceeds requirements\nD) Backup/restore may not meet 4-hour RTO""}",NULL
71,171,71,"Resilience - Multi-AZ High Availability","Advanced","Design Resilient Architectures","A critical web application must survive an entire AZ failure with zero data loss and < 2 minute recovery time. Current architecture: ALB → EC2 → RDS MySQL. Which modification provides the highest availability?","[{""text"": ""A) Auto Scaling Group across 3 AZs + RDS Multi-AZ + ElastiCache"", ""isCorrect"": true}, {""text"": ""B) Single large EC2 instance + RDS with automated backups"", ""isCorrect"": false}, {""text"": ""C) Auto Scaling Group in 1 AZ + RDS read replicas across AZs"", ""isCorrect"": false}, {""text"": ""D) Lambda functions + DynamoDB Global Tables"", ""isCorrect"": false}]","A) Auto Scaling Group across 3 AZs + RDS Multi-AZ + ElastiCache","Multi-AZ Auto Scaling provides instance-level resilience, RDS Multi-AZ offers automatic failover with zero data loss, and ElastiCache reduces database load during recovery scenarios.","{""summary"": ""Multi-AZ high availability design:"", ""breakdown"": [""Auto Scaling Group: automatic instance replacement across AZs"", ""RDS Multi-AZ: synchronous replication with automatic failover"", ""Zero data loss: synchronous database replication"", ""Sub-2 minute recovery: automated failover processes""], ""otherOptions"": ""B) Single instance creates single point of failure\nC) Single AZ Auto Scaling doesn't protect against AZ failure\nD) Major architecture change, may not meet recovery time""}",NULL
72,172,72,"Performance - Storage Optimization","Advanced","Design High-Performing Architectures","A high-frequency trading application requires consistent sub-millisecond latency for database operations. The application processes millions of transactions per second with frequent random read/write patterns. Which storage solution provides optimal performance?","[{""text"": ""A) EBS gp3 volumes with baseline performance"", ""isCorrect"": false}, {""text"": ""B) EBS io2 volumes with provisioned IOPS"", ""isCorrect"": true}, {""text"": ""C) EFS with General Purpose performance mode"", ""isCorrect"": false}, {""text"": ""D) S3 with Transfer Acceleration"", ""isCorrect"": false}]","B) EBS io2 volumes with provisioned IOPS","EBS io2 provides consistent high IOPS performance with sub-millisecond latency, ideal for high-frequency trading applications requiring predictable performance.","{""summary"": ""High-performance storage requirements:"", ""breakdown"": [""io2: Up to 64,000 IOPS per volume"", ""Consistent performance: no performance variability"", ""Sub-millisecond latency: ideal for trading systems"", ""Provisioned IOPS: guaranteed performance levels""], ""otherOptions"": ""A) gp3 has variable performance and IOPS limits\nC) EFS has higher latency than block storage\nD) S3 is object storage, not suitable for databases""}",NULL
73,173,73,"Performance - Global Content Delivery","Intermediate","Design High-Performing Architectures","A media streaming service serves video content globally but experiences slow loading for users in Asia-Pacific. Content is stored in S3 in us-east-1. Which solution provides the BEST performance improvement?","[{""text"": ""A) Enable S3 Transfer Acceleration globally"", ""isCorrect"": false}, {""text"": ""B) Deploy CloudFront distribution with regional edge caches"", ""isCorrect"": true}, {""text"": ""C) Replicate S3 buckets to all AWS regions"", ""isCorrect"": false}, {""text"": ""D) Use ElastiCache clusters in each target region"", ""isCorrect"": false}]","B) Deploy CloudFront distribution with regional edge caches","CloudFront edge locations provide low-latency content delivery globally, with regional edge caches reducing origin load for popular content.","{""summary"": ""Global content delivery optimization:"", ""breakdown"": [""Edge locations: 400+ global points of presence"", ""Regional edge caches: reduce origin load"", ""Automatic content caching: faster subsequent requests"", ""Optimized for media streaming workloads""], ""otherOptions"": ""A) Transfer Acceleration helps uploads, not downloads\nC) Multi-region replication is complex and expensive\nD) ElastiCache doesn't help with media streaming""}",NULL
74,174,74,"Cost Optimization - EC2 Purchasing Strategy","Intermediate","Design Cost-Optimized Architectures","A web application runs 24/7 with predictable baseline traffic and occasional spikes. Current setup uses 12 m5.large On-Demand instances. Which purchasing strategy provides maximum cost savings while maintaining availability?","[{""text"": ""A) Convert all instances to 3-year Reserved Instances"", ""isCorrect"": false}, {""text"": ""B) Use 8 Reserved Instances + Auto Scaling with On-Demand for spikes"", ""isCorrect"": true}, {""text"": ""C) Replace all instances with Spot Instances and diversified types"", ""isCorrect"": false}, {""text"": ""D) Use Savings Plans for all compute requirements"", ""isCorrect"": false}]","B) Use 8 Reserved Instances + Auto Scaling with On-Demand for spikes","Reserved Instances for baseline capacity provide significant savings (~70%), while Auto Scaling with On-Demand handles unpredictable traffic spikes.","{""summary"": ""Hybrid purchasing strategy benefits:"", ""breakdown"": [""Reserved Instances: ~70% savings for baseline"", ""Auto Scaling: handles traffic variability"", ""On-Demand: flexibility for spikes"", ""Maintains availability: no interruption risk""], ""otherOptions"": ""A) Over-provisioning with RIs wastes money during low traffic\nC) Spot Instances can be interrupted, affecting availability\nD) Savings Plans alone don't optimize for traffic patterns""}",NULL
75,175,75,"Cost Optimization - Storage Lifecycle","Advanced","Design Cost-Optimized Architectures","A backup system stores 200TB monthly. Data accessed frequently for 30 days, occasionally for 6 months, rarely for 2 years, then archived permanently. Which S3 storage strategy minimizes costs?","[{""text"": ""A) S3 Standard for all data with intelligent tiering"", ""isCorrect"": false}, {""text"": ""B) S3 Standard → S3-IA (30 days) → S3 Glacier (6 months) → S3 Glacier Deep Archive (2 years)"", ""isCorrect"": true}, {""text"": ""C) S3 Standard → S3 One Zone-IA (30 days) → S3 Glacier Deep Archive (6 months)"", ""isCorrect"": false}, {""text"": ""D) S3 Intelligent-Tiering for all data regardless of access patterns"", ""isCorrect"": false}]","B) S3 Standard → S3-IA (30 days) → S3 Glacier (6 months) → S3 Glacier Deep Archive (2 years)","This lifecycle progression optimizes costs by moving data through appropriate storage classes based on access patterns and retrieval requirements.","{""summary"": ""Optimal S3 lifecycle progression:"", ""breakdown"": [""S3 Standard: frequent access (0-30 days)"", ""S3-IA: occasional access (30 days-6 months)"", ""S3 Glacier: rare access (6 months-2 years)"", ""S3 Deep Archive: long-term archival (2+ years)""], ""otherOptions"": ""A) Intelligent-Tiering has monitoring costs for predictable patterns\nC) Skips optimal intermediate storage classes\nD) Not cost-effective for known access patterns""}",NULL
76,176,76,"Cost Optimization - Serverless Architecture","Advanced","Design Cost-Optimized Architectures","An image processing application receives 500 uploads daily with unpredictable timing. Processing takes 3-8 minutes per image and requires 4GB memory. Current EC2 instances run idle 85% of the time. Which solution optimizes costs?","[{""text"": ""A) Increase Lambda memory and extend timeout to 15 minutes"", ""isCorrect"": false}, {""text"": ""B) Use SQS to queue jobs and process with ECS Fargate auto-scaling"", ""isCorrect"": true}, {""text"": ""C) Implement Step Functions to coordinate multiple Lambda functions"", ""isCorrect"": false}, {""text"": ""D) Use Spot Instances with Auto Scaling based on SQS queue depth"", ""isCorrect"": false}]","B) Use SQS to queue jobs and process with ECS Fargate auto-scaling","Fargate provides right-sizing for memory-intensive, long-running tasks without server management, eliminating idle time costs with auto-scaling.","{""summary"": ""Serverless solution for long-running tasks:"", ""breakdown"": [""SQS: reliable job queuing"", ""Fargate: no server management, pay per use"", ""Auto-scaling: eliminates idle time"", ""4GB memory support: handles resource requirements""], ""otherOptions"": ""A) Lambda has 15-minute maximum execution time\nC) Step Functions still limited by Lambda constraints\nD) Spot Instances can be interrupted during processing""}",NULL
77,177,77,"Security - IAM Policy Conditions","Expert","Design Secure Architectures","A company needs developers to access S3 buckets only during business hours (9 AM - 5 PM) and only from corporate IP addresses. The policy must automatically deny access outside these conditions. Which IAM policy condition combination provides the MOST secure implementation?","[{""text"": ""A) aws:CurrentTime and aws:SourceIp conditions with explicit deny"", ""isCorrect"": true}, {""text"": ""B) aws:RequestedTime and aws:VpcSourceIp with allow statements"", ""isCorrect"": false}, {""text"": ""C) aws:TokenIssueTime and aws:userid conditions only"", ""isCorrect"": false}, {""text"": ""D) aws:SecureTransport and aws:MultiFactorAuthAge conditions"", ""isCorrect"": false}]","A) aws:CurrentTime and aws:SourceIp conditions with explicit deny","aws:CurrentTime restricts access to business hours, aws:SourceIp limits to corporate IPs, and explicit deny statements ensure security even if other policies allow access.","{""summary"": ""IAM conditional access controls:"", ""breakdown"": [""aws:CurrentTime: Time-based access control (9 AM - 5 PM)"", ""aws:SourceIp: IP-based access restriction"", ""Explicit deny: Cannot be overridden by other allow policies"", ""Defense in depth: Multiple condition types for comprehensive security""], ""otherOptions"": ""B) aws:RequestedTime is not a valid condition key\nC) Missing time and IP restrictions required by business\nD) Addresses different security concerns, not time/location""}",NULL
78,178,78,"Security - Secrets Rotation","Advanced","Design Secure Architectures","A microservices application uses 20+ different databases with rotating credentials every 7 days. The application experiences downtime during credential rotation. Which solution provides zero-downtime credential rotation?","[{""text"": ""A) Use AWS Secrets Manager with automatic rotation and version staging"", ""isCorrect"": true}, {""text"": ""B) Store credentials in Parameter Store with manual rotation scripts"", ""isCorrect"": false}, {""text"": ""C) Use IAM roles with temporary credentials for database access"", ""isCorrect"": false}, {""text"": ""D) Implement client-side credential caching with TTL expiration"", ""isCorrect"": false}]","A) Use AWS Secrets Manager with automatic rotation and version staging","Secrets Manager supports multi-version secrets during rotation (AWSPENDING, AWSCURRENT) allowing applications to gracefully transition to new credentials without downtime.","{""summary"": ""Zero-downtime rotation with Secrets Manager:"", ""breakdown"": [""Version staging: AWSPENDING and AWSCURRENT versions available simultaneously"", ""Automatic rotation: Lambda-based rotation functions"", ""Application compatibility: Gradual transition between credential versions"", ""Multiple databases: Supports various database engines""], ""otherOptions"": ""A) Parameter Store lacks automatic rotation capabilities\nC) IAM roles don't provide database credentials\nD) Client caching doesn't solve rotation downtime""}",NULL
79,179,79,"Security - Data Loss Prevention","Expert","Design Secure Architectures","A healthcare company needs to prevent accidental exposure of PHI in S3 buckets across 100+ AWS accounts. They require automated remediation, real-time alerts, and compliance reporting. Which comprehensive solution provides the BEST data protection?","[{""text"": ""A) Amazon Macie + EventBridge + Config Remediation + Security Hub"", ""isCorrect"": true}, {""text"": ""B) AWS Config + CloudWatch + SNS + Manual remediation"", ""isCorrect"": false}, {""text"": ""C) GuardDuty + CloudTrail + Lambda + Custom dashboard"", ""isCorrect"": false}, {""text"": ""D) Inspector + Systems Manager + CloudFormation + Cost Explorer"", ""isCorrect"": false}]","A) Amazon Macie + EventBridge + Config Remediation + Security Hub","Macie detects PHI and exposure risks, EventBridge provides real-time alerting, Config Remediation automatically fixes violations, Security Hub centralizes compliance reporting.","{""summary"": ""Comprehensive data protection architecture:"", ""breakdown"": [""Macie: ML-powered PHI detection and exposure analysis"", ""EventBridge: Real-time alerts for immediate response"", ""Config Remediation: Automatic policy enforcement"", ""Security Hub: Centralized compliance dashboard across 100+ accounts""], ""otherOptions"": ""B) Lacks automated PHI detection and remediation\nC) GuardDuty focuses on threats, not data classification\nD) Inspector and Cost Explorer irrelevant for data protection""}",NULL
80,180,80,"Security - Network Micro-segmentation","Advanced","Design Secure Architectures","A financial application requires micro-segmentation where each microservice can only communicate with specific other services. Traditional security groups become unmanageable with 50+ services. Which approach provides scalable micro-segmentation?","[{""text"": ""A) AWS App Mesh with service-to-service mTLS and traffic policies"", ""isCorrect"": true}, {""text"": ""B) VPC security groups with service discovery automation"", ""isCorrect"": false}, {""text"": ""C) Network ACLs with subnet-level service isolation"", ""isCorrect"": false}, {""text"": ""D) WAF rules with API Gateway for each microservice"", ""isCorrect"": false}]","A) AWS App Mesh with service-to-service mTLS and traffic policies","App Mesh provides service mesh architecture with automatic mTLS, traffic policies for fine-grained access control, and service discovery integration for scalable micro-segmentation.","{""summary"": ""Service mesh micro-segmentation benefits:"", ""breakdown"": [""Automatic mTLS: Service-to-service encryption and authentication"", ""Traffic policies: Fine-grained communication rules"", ""Service discovery: Dynamic service endpoint management"", ""Scalability: Manages 50+ service communications efficiently""], ""otherOptions"": ""B) Security groups don't scale well for complex service-to-service communication\nC) Network ACLs too coarse-grained for microservice communication\nD) WAF operates at HTTP level, not service mesh communication""}",NULL
81,181,81,"Security - Compliance Automation","Expert","Design Secure Architectures","A multinational bank must demonstrate continuous compliance with SOX, PCI-DSS, and GDPR across 200 AWS accounts. They need automated evidence collection, policy enforcement, and violation remediation. Which solution provides comprehensive compliance automation?","[{""text"": ""A) AWS Audit Manager + Config Conformance Packs + Security Hub + Systems Manager Automation"", ""isCorrect"": true}, {""text"": ""B) CloudTrail + Config + CloudWatch + Manual compliance reports"", ""isCorrect"": false}, {""text"": ""C) Well-Architected Tool + Trusted Advisor + Cost Explorer"", ""isCorrect"": false}, {""text"": ""D) Inspector + GuardDuty + Macie + Custom Lambda functions"", ""isCorrect"": false}]","A) AWS Audit Manager + Config Conformance Packs + Security Hub + Systems Manager Automation","Audit Manager automates evidence collection for SOX/PCI/GDPR, Conformance Packs implement compliance rules, Security Hub centralizes findings, Systems Manager automates remediation.","{""summary"": ""Multi-regulation compliance automation:"", ""breakdown"": [""Audit Manager: Automated evidence collection for SOX, PCI-DSS, GDPR"", ""Conformance Packs: Pre-built compliance rule sets"", ""Security Hub: Centralized compliance dashboard"", ""Systems Manager: Automated remediation of non-compliant resources""], ""otherOptions"": ""B) Manual processes don't scale for 200 accounts\nC) These tools don't address compliance requirements\nD) Security tools but lack compliance framework integration""}",NULL
82,182,82,"Security - Advanced Threat Detection","Advanced","Design Secure Architectures","A SaaS platform experiences sophisticated attacks including credential stuffing, API abuse, and account takeovers. They need behavioral analysis and adaptive security responses. Which solution provides the MOST comprehensive threat detection?","[{""text"": ""A) GuardDuty + Detective + Security Hub with custom response automation"", ""isCorrect"": true}, {""text"": ""B) WAF + Shield + CloudTrail with manual analysis"", ""isCorrect"": false}, {""text"": ""C) Config + Inspector + Trusted Advisor with reporting"", ""isCorrect"": false}, {""text"": ""D) VPC Flow Logs + CloudWatch + SNS with basic alerting"", ""isCorrect"": false}]","A) GuardDuty + Detective + Security Hub with custom response automation","GuardDuty detects threats using ML, Detective provides behavioral analysis and investigation graphs, Security Hub correlates findings, automation enables adaptive responses.","{""summary"": ""Advanced threat detection and response:"", ""breakdown"": [""GuardDuty: ML-based threat detection for credential stuffing and API abuse"", ""Detective: Behavioral analysis and investigation workflows"", ""Security Hub: Threat correlation and centralized management"", ""Response automation: Adaptive security measures based on threat intelligence""], ""otherOptions"": ""B) WAF and Shield address different attack vectors, lack behavioral analysis\nC) These services focus on compliance, not threat detection\nD) Basic monitoring without advanced threat detection capabilities""}",NULL
84,183,83,"Resilience - Chaos Engineering","Expert","Design Resilient Architectures","A streaming service wants to implement chaos engineering to test system resilience. They need to simulate various failure scenarios including AZ outages, service degradation, and network partitions. Which approach provides systematic chaos engineering capabilities?","[{""text"": ""A) AWS Fault Injection Simulator with pre-built experiment templates"", ""isCorrect"": true}, {""text"": ""B) Manual instance termination and service disruption scripts"", ""isCorrect"": false}, {""text"": ""C) Auto Scaling stress testing with load generation tools"", ""isCorrect"": false}, {""text"": ""D) Blue-green deployments with rollback procedures"", ""isCorrect"": false}]","A) AWS Fault Injection Simulator with pre-built experiment templates","AWS FIS provides controlled chaos engineering experiments with built-in safety mechanisms, experiment templates for common failure scenarios, and integration with AWS services.","{""summary"": ""Systematic chaos engineering with AWS FIS:"", ""breakdown"": [""Controlled experiments: Safe failure injection with stop conditions"", ""Pre-built templates: Common failure scenarios like AZ outages"", ""Service integration: Works with EC2, ECS, RDS, and other AWS services"", ""Monitoring integration: Tracks system behavior during experiments""], ""otherOptions"": ""B) Manual approaches lack safety controls and systematic methodology\nC) Load testing doesn't simulate infrastructure failures\nD) Blue-green deployments are for safe releases, not failure testing""}",NULL
85,184,84,"Resilience - Database Failover","Advanced","Design Resilient Architectures","A financial trading application requires automatic database failover with zero data loss and sub-60 second RTO. The database processes 100,000 transactions per second. Which solution provides the BEST performance and reliability?","[{""text"": ""A) Aurora Global Database with cross-region automated failover"", ""isCorrect"": true}, {""text"": ""B) RDS Multi-AZ with read replicas and manual promotion"", ""isCorrect"": false}, {""text"": ""C) DynamoDB with Global Tables and eventual consistency"", ""isCorrect"": false}, {""text"": ""D) Self-managed PostgreSQL with streaming replication"", ""isCorrect"": false}]","A) Aurora Global Database with cross-region automated failover","Aurora Global Database provides synchronous replication within region (zero data loss), automatic failover in <60 seconds, and can handle high transaction volumes with read replica scaling.","{""summary"": ""High-performance database failover:"", ""breakdown"": [""Synchronous replication: Zero data loss within region"", ""Automatic failover: Sub-60 second RTO with health monitoring"", ""High throughput: Designed for 100,000+ TPS workloads"", ""Global availability: Cross-region disaster recovery""], ""otherOptions"": ""B) Manual promotion exceeds 60-second RTO requirement\nC) Eventual consistency inappropriate for financial trading\nD) Self-managed solutions require complex operational overhead""}",NULL
86,185,85,"Resilience - Circuit Breaker Pattern","Advanced","Design Resilient Architectures","A microservices application experiences cascading failures when one service becomes unavailable. Dependencies continue to call the failing service, causing system-wide outages. Which implementation provides the BEST circuit breaker pattern?","[{""text"": ""A) Application Load Balancer with health checks and connection draining"", ""isCorrect"": false}, {""text"": ""B) AWS App Mesh with circuit breaker and retry policies"", ""isCorrect"": true}, {""text"": ""C) API Gateway with throttling and request timeout settings"", ""isCorrect"": false}, {""text"": ""D) Lambda functions with SQS dead letter queues"", ""isCorrect"": false}]","B) AWS App Mesh with circuit breaker and retry policies","App Mesh provides service mesh capabilities with built-in circuit breaker patterns, configurable failure thresholds, automatic service isolation, and intelligent retry policies.","{""summary"": ""Service mesh circuit breaker implementation:"", ""breakdown"": [""Circuit breaker: Automatic isolation of failing services"", ""Failure detection: Configurable thresholds and timeouts"", ""Graceful degradation: Prevents cascading failures"", ""Retry policies: Intelligent backoff and circuit restoration""], ""otherOptions"": ""A) Load balancers provide basic health checks, not circuit breaker patterns\nC) API Gateway throttling doesn't implement circuit breaker logic\nD) Dead letter queues handle failed messages, not circuit breaking""}",NULL
87,186,86,"Resilience - Multi-Region Backup Strategy","Expert","Design Resilient Architectures","A global SaaS platform stores 50TB of customer data daily across multiple regions. They need automated backup with RPO of 15 minutes, cross-region replication, and long-term retention (7 years) for compliance. Which solution provides optimal backup resilience?","[{""text"": ""A) AWS Backup with cross-region copy, lifecycle policies, and compliance reports"", ""isCorrect"": true}, {""text"": ""B) EBS snapshots with Lambda automation and S3 replication"", ""isCorrect"": false}, {""text"": ""C) Database native backup tools with manual cross-region copy"", ""isCorrect"": false}, {""text"": ""D) Third-party backup software with tape gateway integration"", ""isCorrect"": false}]","A) AWS Backup with cross-region copy, lifecycle policies, and compliance reports","AWS Backup provides centralized backup across services, automated cross-region replication, lifecycle management for long-term retention, and compliance reporting for audit requirements.","{""summary"": ""Comprehensive backup strategy components:"", ""breakdown"": [""Centralized backup: Manages EC2, RDS, DynamoDB, EFS across regions"", ""15-minute RPO: Continuous and frequent backup scheduling"", ""Cross-region copy: Automated replication for disaster recovery"", ""7-year retention: Lifecycle policies with compliance reporting""], ""otherOptions"": ""B) Manual automation doesn't scale for 50TB daily across multiple services\nC) Manual processes don't meet 15-minute RPO requirements\nD) Third-party solutions add complexity without native AWS integration""}",NULL
88,187,87,"Performance - Database Read Scaling","Advanced","Design High-Performing Architectures","An analytics application runs complex read-heavy queries on a 10TB database. Read traffic varies from 1,000 to 50,000 queries per minute. Write traffic is minimal but requires immediate consistency. Which solution provides optimal read scaling?","[{""text"": ""A) Aurora with Auto Scaling read replicas and reader endpoint"", ""isCorrect"": true}, {""text"": ""B) RDS with manual read replica provisioning"", ""isCorrect"": false}, {""text"": ""C) DynamoDB with Global Secondary Indexes"", ""isCorrect"": false}, {""text"": ""D) ElastiCache Redis cluster with read-through caching"", ""isCorrect"": false}]","A) Aurora with Auto Scaling read replicas and reader endpoint","Aurora Auto Scaling automatically adjusts read replica count based on CPU utilization, reader endpoint distributes read traffic, and maintains strong consistency for writes.","{""summary"": ""Aurora read scaling advantages:"", ""breakdown"": [""Auto Scaling replicas: Automatically adjusts from 1-15 replicas based on demand"", ""Reader endpoint: Automatic load balancing across read replicas"", ""Strong consistency: Immediate consistency for writes"", ""10TB capacity: Aurora scales storage automatically""], ""otherOptions"": ""B) Manual scaling can't respond to 50x traffic variation efficiently\nC) DynamoDB requires data model changes and lacks SQL compatibility\nD) Caching adds complexity and potential consistency issues""}",NULL
89,188,88,"Performance - Edge Computing","Expert","Design High-Performing Architectures","A gaming platform needs sub-10ms response times for real-time multiplayer games globally. Traditional CloudFront caching cannot cache dynamic game state. Which solution provides the LOWEST latency for dynamic content?","[{""text"": ""A) Lambda@Edge with DynamoDB Global Tables"", ""isCorrect"": true}, {""text"": ""B) CloudFront with origin shield and multiple origins"", ""isCorrect"": false}, {""text"": ""C) Global Accelerator with multiple regional endpoints"", ""isCorrect"": false}, {""text"": ""D) Route 53 latency-based routing with regional ALBs"", ""isCorrect"": false}]","A) Lambda@Edge with DynamoDB Global Tables","Lambda@Edge runs code at CloudFront edge locations (400+ globally), DynamoDB Global Tables provide millisecond latency data access, enabling sub-10ms response times for dynamic content.","{""summary"": ""Edge computing for ultra-low latency:"", ""breakdown"": [""Lambda@Edge: Code execution at 400+ edge locations"", ""DynamoDB Global Tables: Single-digit millisecond data access"", ""Dynamic content: Real-time game state processing at edge"", ""Global coverage: Reduces round-trip time to nearest edge""], ""otherOptions"": ""B) Origin shield doesn't solve dynamic content latency\nC) Global Accelerator improves network path but doesn't cache dynamic content\nD) Route 53 routing still requires round-trip to regional data centers""}",NULL
90,189,89,"Performance - Auto Scaling Optimization","Advanced","Design High-Performing Architectures","A video processing application experiences unpredictable spikes where demand can increase 20x within 5 minutes. Current Auto Scaling cannot respond fast enough, causing user timeouts. Which optimization provides the FASTEST scaling response?","[{""text"": ""A) Predictive scaling with custom CloudWatch metrics"", ""isCorrect"": false}, {""text"": ""B) Pre-warm instances with warm pools and lifecycle hooks"", ""isCorrect"": true}, {""text"": ""C) Larger instance types to handle peak load"", ""isCorrect"": false}, {""text"": ""D) Scheduled scaling based on historical patterns"", ""isCorrect"": false}]","B) Pre-warm instances with warm pools and lifecycle hooks","Warm pools maintain pre-initialized instances in stopped state, lifecycle hooks customize instance preparation, enabling sub-minute scaling response compared to cold instance launches.","{""summary"": ""Warm pool scaling optimization:"", ""breakdown"": [""Warm pools: Pre-initialized instances ready in 30-60 seconds"", ""Lifecycle hooks: Custom preparation scripts for faster service startup"", ""Cost effective: Stopped instances have minimal EBS charges"", ""Unpredictable spikes: Always-ready capacity for immediate scaling""], ""otherOptions"": ""A) Predictive scaling can't predict truly unpredictable spikes\nC) Over-provisioning wastes cost during normal periods\nD) Scheduled scaling doesn't handle unpredictable demand""}",NULL
91,190,90,"Performance - Database Query Optimization","Expert","Design High-Performing Architectures","A data warehouse runs complex analytical queries that take 30+ minutes to complete. The queries scan 100TB+ datasets but only return aggregated results. Users need interactive query performance (<5 seconds). Which solution provides the BEST query acceleration?","[{""text"": ""A) Amazon Redshift with materialized views and result caching"", ""isCorrect"": true}, {""text"": ""B) Athena with partitioned data and columnar formats"", ""isCorrect"": false}, {""text"": ""C) Aurora with query plan caching and read replicas"", ""isCorrect"": false}, {""text"": ""D) DynamoDB with pre-computed aggregation tables"", ""isCorrect"": false}]","A) Amazon Redshift with materialized views and result caching","Redshift materialized views pre-compute complex aggregations, result caching returns identical queries instantly, and columnar storage with compression optimizes scan performance.","{""summary"": ""Data warehouse query acceleration:"", ""breakdown"": [""Materialized views: Pre-computed aggregations refresh automatically"", ""Result caching: Identical queries return in milliseconds"", ""Columnar storage: Optimized for analytical query patterns"", ""Redshift Spectrum: Can query 100TB+ datasets efficiently""], ""otherOptions"": ""B) Athena still requires scanning large datasets for complex aggregations\nC) Aurora optimized for OLTP, not analytical workloads\nD) DynamoDB requires complete data model restructuring""}",NULL
